Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,2019-09-14 08:49:39,false,"North Cowichan Running","5.35","380","00:24:23","--","--","--","180","193","4:34","3:36","38","34","1.21","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:59.96","5","0.0"
Running,2019-09-10 15:34:46,false,"Saanich Running","5.90","399","00:28:33","--","--","--","174","188","4:50","2:56","3","3","1.18","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","01:00.43","5","0.0"
Running,2019-09-09 08:09:15,false,"Saanich Running","4.18","291","00:20:54","--","--","--","181","188","5:00","4:13","48","48","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-08 09:05:44,false,"Colwood Running","13.29","922","01:03:41","--","--","--","178","211","4:48","3:00","107","104","1.17","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-06 16:57:37,false,"Saanich Running","5.71","382","00:27:26","--","--","--","175","184","4:48","1:25","4","--","1.19","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","13:33.68","2","0.0"
Running,2019-09-06 16:23:34,false,"Saanich Running","5.28","373","00:20:28","--","--","--","187","197","3:53","2:47","3","2","1.38","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-06 15:36:15,false,"Saanich Running","5.21","355","00:24:14","--","--","--","175","188","4:39","2:54","--","2","1.23","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:13.62","5","0.0"
Running,2019-09-05 13:26:17,false,"Saanich Running","5.37","370","00:29:36","--","--","--","174","190","5:31","3:33","46","48","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-03 17:04:43,false,"Saanich Running","3.78","243","00:24:00","--","--","--","160","243","6:21","4:22","48","49","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:34.39","6","0.0"
Running,2019-09-03 15:39:19,false,"Saanich Running","7.38","513","00:33:55","--","--","--","177","191","4:36","3:21","77","77","1.22","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:37.20","5","0.0"
Running,2019-09-02 09:08:43,false,"Saanich Running","4.17","285","00:20:04","--","--","--","182","189","4:49","4:00","23","23","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-09-01 09:02:57,false,"Saanich Running","10.26","728","00:51:07","--","--","--","176","188","4:59","3:21","26","26","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-08-20 19:04:37,false,"Kenora District Running","12.04","817","00:54:54","--","--","--","181","197","4:34","3:07","55","55","1.21","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","26:58.60","2","0.0"
Running,2019-08-19 19:37:46,false,"Kenora District Running","7.44","505","00:40:19","--","--","--","169","188","5:25","3:29","47","46","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","03:50.16","2","0.0"
Running,2019-08-15 18:51:25,false,"Kenora District Running","5.46","344","00:29:26","--","--","--","168","236","5:24","3:10","29","13","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-08-07 10:24:50,false,"Prince Running","4.86","308","00:25:44","--","--","--","181","188","5:17","4:35","10","13","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-07-21 11:18:16,false,"Kenora District Running","6.32","415","00:37:06","--","--","--","168","180","5:52","4:36","54","57","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-07-13 09:28:28,false,"Kenora District Running","5.26","347","00:29:17","--","--","--","173","187","5:34","4:12","24","26","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-07-02 15:57:15,false,"Kenora District Running","6.06","385","00:29:30","--","--","--","180","188","4:52","4:16","17","16","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-06-26 19:13:34,false,"Kenora District Running","7.09","455","00:44:32","--","--","--","168","185","6:17","4:05","51","53","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:10.13","4","0.0"
Running,2019-05-23 19:05:09,false,"Kenora District Running","2.28","146","00:12:00","--","--","--","173","181","5:16","3:49","21","13","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-05-10 12:51:44,false,"Kenora District Running","5.68","358","00:29:21","--","--","--","183","189","5:10","4:44","41","38","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Trail Running,2019-05-04 10:47:09,false,"Cobble Hill 20km Trail Race","22.45","1,423","02:51:04","--","--","--","157","246","7:37","1:52","820","820","0.83","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:08.62","3","0.0"
Running,2019-05-02 13:53:04,false,"Saanich Running","7.00","448","00:33:45","--","--","--","180","191","4:49","4:19","--","3","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-04-30 07:21:56,false,"Saanich Running","9.46","603","00:49:42","--","--","--","178","189","5:15","4:39","--","--","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","24:08.70","2","0.0"
Running,2019-04-28 13:31:50,false,"Saanich Running","10.03","642","00:47:09","--","--","--","184","193","4:42","3:39","5","10","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-04-25 13:28:28,false,"Saanich Running","6.80","438","00:33:40","--","--","--","186","193","4:57","4:06","9","11","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","06:29.44","2","0.0"
Running,2019-04-23 16:31:32,false,"Saanich Running","6.46","399","00:45:50","--","--","--","175","211","7:06","2:56","42","42","0.79","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:44.25","11","0.0"
Running,2019-04-23 15:35:18,false,"Saanich Running","4.74","299","00:22:41","--","--","--","179","195","4:47","3:53","--","--","1.17","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:44.68","8","0.0"
Running,2019-04-18 09:17:54,false,"Saanich Running","3.67","215","00:16:44","--","--","--","183","191","4:33","3:41","3","--","1.20","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-04-18 08:26:32,false,"Saanich Running","8.42","542","00:41:20","--","--","--","180","197","4:55","3:33","2","2","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:25.85","5","0.0"
Running,2019-04-16 15:57:42,false,"Running","2.49","155","00:11:17","--","--","--","184","201","4:32","3:50","--","--","1.20","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:10.97","7","0.0"
Running,2019-04-13 10:48:15,false,"Colwood Running","10.41","666","00:56:37","--","--","--","176","236","5:26","3:39","93","95","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:01.00","5","0.0"
Running,2019-04-09 16:43:10,false,"Oak Bay Running","3.29","207","00:18:38","--","--","--","183","191","5:40","4:42","79","30","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:12.64","5","0.0"
Running,2019-04-09 16:07:49,false,"Oak Bay Running","5.79","365","00:26:49","--","--","--","191","200","4:38","1:16","9","5","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:15.12","8","0.0"
Running,2019-04-09 15:31:52,false,"Running","4.64","290","00:23:52","--","--","--","180","193","5:09","3:58","--","--","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:47.48","7","0.0"
Running,2019-04-07 09:11:03,false,"Langford Running","12.84","825","01:09:41","--","--","--","178","211","5:26","3:57","144","144","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-04-06 11:25:36,false,"Saanich Running","1.64","102","00:09:12.7","--","--","--","184","191","5:37","5:05","6","6","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-04-06 10:25:44,false,"Saanich Running","5.28","309","00:35:11","--","--","--","176","246","6:40","2:36","--","--","0.84","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:29.74","31","0.0"
Running,2019-04-06 09:33:26,false,"Saanich Running","4.36","270","00:21:50","--","--","--","181","197","5:00","3:39","45","46","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:10.93","7","0.0"
Running,2019-03-31 09:42:46,false,"Saanich Running","5.05","324","00:24:45","--","--","--","184","193","4:54","4:19","--","--","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-30 09:11:06,false,"Running","5.56","356","00:27:51","--","--","--","182","211","5:01","4:25","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-29 16:49:03,false,"Saanich Running","3.47","218","00:18:46","--","--","--","182","193","5:25","3:39","7","8","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-29 15:06:37,false,"Saanich Running","5.74","363","00:51:49","--","--","--","165","238","9:02","1:48","40","33","0.66","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.17","9","0.0"
Running,2019-03-24 09:03:47,false,"Saanich Running","10.19","653","00:50:01","--","--","--","183","211","4:54","3:12","3","21","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-23 09:13:55,false,"Saanich Running","5.20","331","00:27:43","--","--","--","177","191","5:20","4:06","--","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-22 15:08:30,false,"Saanich Running","5.72","359","00:39:52","--","--","--","175","227","6:58","4:25","--","--","0.82","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","13:16.40","2","0.0"
Running,2019-03-15 15:06:20,false,"Saanich Running","7.37","467","00:36:42","--","--","--","177","189","4:59","3:36","5","5","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-09 09:15:18,false,"Running","5.14","326","00:28:26","--","--","--","183","193","5:32","4:51","--","--","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-08 16:08:39,false,"Saanich Running","11.03","696","01:04:07","--","--","--","178","200","5:49","3:21","150","149","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:31.83","25","0.0"
Running,2019-03-08 15:33:18,false,"Saanich Running","4.73","298","00:24:21","--","--","--","181","250","5:09","3:44","--","1","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:52.30","7","0.0"
Running,2019-03-02 09:13:20,false,"Running","6.02","386","00:29:54","--","--","--","184","197","4:58","4:21","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-03-01 15:42:54,false,"Saanich Running","5.81","368","00:26:57","--","--","--","184","202","4:38","0:42","26","26","1.16","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","01:08.24","8","0.0"
Running,2019-02-24 11:39:55,false,"Colwood Running","2.38","151","00:14:59","--","--","--","181","191","6:17","5:12","43","52","0.88","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","02:29.29","3","0.0"
Running,2019-02-24 11:02:13,false,"Colwood Running","7.93","496","00:34:51","--","--","--","186","202","4:24","3:10","81","81","1.22","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","03:49.80","8","0.0"
Running,2019-02-24 10:25:44,false,"Colwood Running","3.78","239","00:21:41","--","--","--","184","191","5:44","5:27","40","--","0.95","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-23 09:28:42,false,"Saanich Running","3.35","214","00:17:03","--","--","--","184","191","5:05","4:21","23","3","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-18 14:10:51,false,"Yavapai County Running","8.87","562","00:50:50","--","--","--","171","191","5:44","4:25","147","158","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-16 11:17:55,false,"Mesa Running","5.40","344","00:28:48","--","--","--","178","189","5:20","4:45","--","5","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-08 16:18:01,false,"Running","4.57","265","00:34:35","--","--","--","175","211","7:34","2:51","--","--","0.74","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.57","37","0.0"
Running,2019-02-03 08:17:47,false,"Running","20.56","1,318","01:41:49","--","--","--","182","193","4:57","4:09","--","--","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-02-01 15:34:50,false,"Saanich Running","11.98","750","00:57:33","--","--","--","183","201","4:48","3:26","--","--","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","02:00.87","8","0.0"
Running,2019-01-29 13:22:32,false,"Saanich Running","3.15","197","00:14:40","--","--","--","184","197","4:39","3:09","5","--","1.17","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-29 12:09:24,false,"Saanich Running","11.46","722","00:54:01","--","--","--","186","197","4:43","3:11","1","6","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","01:30.41","7","0.0"
Running,2019-01-27 09:07:27,false,"Saanich Running","20.18","1,327","01:40:08","--","--","--","184","197","4:58","3:18","48","48","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:06.96","5","0.0"
Running,2019-01-26 09:27:17,false,"Running","5.35","338","00:29:01","--","--","--","183","197","5:25","4:23","--","--","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-25 16:21:22,false,"Saanich Running","6.32","391","00:36:51","--","--","--","184","211","5:50","2:55","--","--","0.92","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:23.06","15","0.0"
Running,2019-01-20 09:19:01,false,"Running","15.73","997","01:24:25","--","--","--","186","195","5:22","4:35","--","--","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-19 09:18:47,false,"Running","5.04","319","00:27:37","--","--","--","182","197","5:29","4:28","--","--","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-18 16:20:23,false,"Saanich Running","4.54","278","00:35:10","--","--","--","182","236","7:44","1:31","--","--","0.70","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:29.89","20","0.0"
Running,2019-01-18 15:35:33,false,"Running","4.64","293","00:22:10","--","--","--","184","197","4:46","3:43","--","--","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:23.98","7","0.0"
Running,2019-01-15 11:55:31,false,"Saanich Running","4.17","266","00:21:56","--","--","--","185","197","5:15","3:43","1","--","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-12 09:42:30,false,"Saanich Running","5.31","334","00:28:30","--","--","--","183","239","5:22","4:29","--","--","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-11 17:14:09,false,"Saanich Running","2.40","152","00:13:29","--","--","--","181","191","5:37","5:03","6","7","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-11 16:27:00,false,"Saanich Running","4.60","281","00:31:23","--","--","--","167","227","6:49","2:22","--","--","0.86","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:16.12","18","0.0"
Running,2019-01-11 15:35:12,false,"Saanich Running","4.68","295","00:22:44","--","--","--","180","197","4:51","3:55","--","--","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:46.69","7","0.0"
Running,2019-01-08 13:07:33,false,"Saanich Running","5.71","322","00:30:39","--","--","--","185","197","5:22","1:22","5","5","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","04:17.100","2","0.0"
Running,2019-01-08 12:29:13,false,"Saanich Running","6.96","430","00:28:13","--","--","--","185","197","4:03","2:43","1","--","1.33","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:55.58","8","0.0"
Running,2019-01-06 10:14:58,false,"Victoria Running","3.47","220","00:19:05","--","--","--","184","193","5:30","4:39","5","--","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-05 09:36:44,false,"Running","5.25","332","00:30:03","--","--","--","176","189","5:44","5:15","--","--","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-01-04 16:14:41,false,"Saanich Running","7.24","443","00:55:29","--","--","--","174","211","7:40","2:22","7","7","0.73","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.61","16","0.0"
Running,2019-01-04 15:30:37,false,"Saanich Running","4.18","262","00:22:21","--","--","--","172","201","5:21","4:01","--","--","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","01:01.39","5","0.0"
Treadmill Running,2018-12-18 11:01:17,false,"Treadmill Running","3.63","222","00:24:47","--","--","--","182","206","6:50","3:31","--","--","0.79","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","02:00.10","7","0.0"
Running,2018-12-14 17:05:50,false,"Saanich Running","1.79","116","00:10:01","--","--","--","179","188","5:35","4:00","--","--","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-12-14 16:14:24,false,"Saanich Running","3.62","210","00:27:00","--","--","--","183","220","7:28","1:07","--","--","0.72","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:31.95","18","0.0"
Running,2018-12-14 15:38:14,false,"Running","3.87","245","00:20:09","--","--","--","184","238","5:13","4:29","--","--","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-12-09 09:03:48,false,"Colwood Running","13.14","845","01:07:27","--","--","--","181","193","5:08","3:13","66","98","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2018-12-07 16:56:20,false,"Saanich Running","1.58","94","00:10:15","--","--","--","179","185","6:30","5:14","--","--","0.86","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-12-10 09:06:12,false,"Saanich West Running","14.98","940","01:19:46","--","--","--","184","195","5:20","4:35","61","61","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-12-08 15:46:42,false,"Saanich South Running","9.99","619","00:48:55","--","--","--","183","197","4:54","3:23","5","2","1.21","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","7","0.0"
Running,2017-12-08 15:24:59,false,"Saanich East Running","3.27","191","00:18:31","--","--","--","173","249","5:40","2:20","10","17","1.29","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2017-12-08 15:03:30,false,"Saanich East Running","4.02","256","00:17:32","--","--","--","181","189","4:21","3:43","--","--","1.27","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-12-07 16:29:54,false,"Saanich Southeast Running","7.72","485","00:41:01","--","--","--","177","197","5:19","3:56","40","45","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-12-05 16:52:42,false,"Saanich East Running","1.83","104","00:09:56.7","--","--","--","185","240","5:26","2:57","--","--","1.59","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","9","0.0"
Running,2017-12-05 16:02:44,false,"Saanich East Running","7.22","444","00:35:34","--","--","--","182","200","4:56","3:16","2","1","1.19","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","13","0.0"
Running,2017-12-05 15:32:12,false,"Saanich East Running","4.48","278","00:22:51","--","--","--","174","197","5:06","4:08","--","1","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-12-03 09:06:57,false,"Saanich Central Running","16.89","1,043","01:24:48","--","--","--","182","197","5:01","3:39","142","142","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-12-02 11:04:39,false,"Saanich East Running","4.35","276","00:22:26","--","--","--","176","186","5:09","4:08","5","--","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-29 22:58:57,false,"Saanich East Running","12.61","784","01:02:34","--","--","--","179","246","4:58","2:51","25","30","1.17","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","17","0.0"
Running,2017-11-28 16:54:32,false,"Saanich East Running","3.61","215","00:18:52","--","--","--","177","227","5:14","2:53","6","7","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","11","0.0"
Running,2017-11-28 16:06:09,false,"Saanich East Running","6.90","429","00:30:48","--","--","--","181","200","4:28","3:17","1","1","1.25","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","12","0.0"
Running,2017-11-28 15:35:07,false,"Saanich East Running","4.75","297","00:23:28","--","--","--","179","190","4:56","4:04","--","1","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-11-26 09:07:34,false,"Saanich Central Running","14.36","898","01:16:31","--","--","--","180","193","5:20","4:00","122","122","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-25 11:34:28,false,"Saanich East Running","3.37","226","00:24:25","--","--","--","169","183","7:15","4:58","35","30","0.84","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-24 16:13:49,false,"Saanich East Running","1.37","86","00:07:54.3","--","--","--","172","190","5:46","4:22","--","--","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-24 15:46:17,false,"Saanich East Running","3.95","242","00:18:51","--","--","--","176","195","4:46","3:29","1","--","1.26","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-11-24 15:34:43,false,"Saanich East Running","1.52","96","00:08:38.1","--","--","--","174","184","5:42","5:07","--","7","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-24 15:26:45,false,"Saanich East Running","0.65","30","00:06:59.1","--","--","--","138","240","10:49","2:50","16","11","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2017-11-24 14:53:55,false,"Running","3.61","228","00:19:13","--","--","--","179","193","5:19","4:14","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-11-23 12:07:04,false,"Running","3.87","246","00:20:02","--","--","--","184","193","5:10","4:35","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-22 13:56:11,false,"Running","3.83","244","00:19:42","--","--","--","184","190","5:09","4:32","--","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-19 09:06:20,false,"Running","9.77","621","00:50:18","--","--","--","180","191","5:09","4:04","--","--","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-12 12:06:05,false,"Victoria South Running","4.05","255","00:22:18","--","--","--","178","190","5:30","4:33","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-11 14:32:20,false,"Running","4.30","273","00:22:54","--","--","--","178","189","5:19","4:35","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-10 15:46:14,false,"Victoria South Running","3.43","214","00:15:58","--","--","--","180","197","4:39","3:21","--","--","1.20","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2017-11-10 15:06:47,false,"Victoria South Running","4.25","264","00:21:52","--","--","--","181","197","5:09","3:43","12","12","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-11-07 15:31:15,false,"Saanich East Running","3.94","253","00:20:03","--","--","--","182","195","5:05","3:39","--","--","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-11-04 15:16:24,false,"Saanich Central Running","11.47","723","01:00:01","--","--","--","181","193","5:14","3:50","4","21","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-11-03 16:43:43,false,"Victoria South Running","0.81","54","00:05:58.5","--","--","--","172","185","7:25","5:55","--","--","0.78","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
