Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Speed,Max Speed,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Training Stress Score®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
Running,2017-11-03 15:50:05,false,"Victoria South Running","7.31","452","00:32:20","--","--","--","184","238","4:26","2:42","2","2","1.34","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2017-10-31 16:59:05,false,"Saanich Southeast Running","3.50","218","00:18:11","--","--","--","182","191","5:12","4:48","2","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-31 16:15:53,false,"Saanich Southeast Running","8.74","542","00:37:43","--","--","--","186","201","4:19","3:32","2","1","1.34","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-10-31 15:37:11,false,"Saanich Southeast Running","4.12","256","00:21:38","--","--","--","180","191","5:15","3:58","--","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-29 09:10:08,false,"Saanich Central Running","10.54","665","01:00:17","--","--","--","176","189","5:43","4:15","26","26","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-28 13:39:15,false,"Abbotsford Southwest Running","1.82","115","00:10:55","--","--","--","173","208","6:01","5:29","3","1","0.96","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-28 12:52:46,false,"Abbotsford Southwest Running","1.17","70","00:19:51","--","--","--","155","179","17:00","5:34","--","--","0.84","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-28 12:14:37,false,"Abbotsford Southwest Running","5.65","348","00:20:58","--","--","--","186","209","3:43","2:45","16","14","1.45","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-10-28 11:19:21,false,"Abbotsford Southwest Running","4.31","267","00:22:44","--","--","--","173","187","5:17","3:39","9","8","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-27 16:34:28,false,"Abbotsford Southwest Running","4.00","249","00:20:10","--","--","--","176","189","5:03","3:58","5","6","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-24 16:54:45,false,"Saanich East Running","2.78","176","00:16:09","--","--","--","177","187","5:48","5:14","1","--","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-24 16:24:05,false,"Saanich East Running","4.31","266","00:18:42","--","--","--","188","204","4:20","2:51","1","1","1.46","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","6","0.0"
Running,2017-10-24 15:30:36,false,"Saanich East Running","4.32","271","00:22:17","--","--","--","178","189","5:09","3:53","--","1","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-22 09:06:56,false,"Saanich Central Running","15.63","964","01:21:46","--","--","--","181","197","5:14","3:56","29","29","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-10-21 09:07:18,false,"Saanich East Running","3.97","251","00:22:15","--","--","--","181","189","5:37","4:21","43","44","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-20 16:39:58,false,"Victoria South Running","3.50","206","00:19:55","142","157","2.8","177","192","5:42","5:13","14","12","0.99","9.8","9.7","229","49.6% L / 50.4% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-20 15:57:08,false,"Victoria South Running","7.84","417","00:40:25","162","183","4.2","178","256","5:09","3:00","5","4","1.38","6.7","9.1","233","49.2% L / 50.8% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","8","0.0"
Running,2017-10-20 15:18:36,false,"Victoria South Running","4.10","209","00:21:01","143","170","3.0","177","198","5:08","3:46","7","--","1.12","8.8","9.8","233","49.8% L / 50.2% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-19 17:05:38,false,"Saanich Southeast Running","9.98","619","00:52:19","--","--","--","176","236","5:14","3:04","85","76","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Other,2017-10-18 13:41:36,false,"Other","0.00","--","00:35:01","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-17 17:02:52,false,"Saanich Southeast Running","3.39","193","00:17:57","152","164","3.1","180","194","5:18","4:44","3","--","1.05","9.1","9.4","236","48.6% L / 51.4% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-17 16:17:43,false,"Saanich Southeast Running","8.63","451","00:36:05","177","185","5.0","185","223","4:11","3:05","8","7","1.31","7.4","9.8","210","49.4% L / 50.6% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-17 15:38:03,false,"Saanich Southeast Running","4.13","216","00:21:28","147","173","3.1","180","215","5:12","3:59","--","--","1.08","8.8","9.3","235","49.5% L / 50.5% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-15 09:06:03,false,"Saanich Central Running","12.24","768","01:04:22","--","--","--","183","191","5:16","3:46","23","23","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-14 12:00:27,false,"Victoria South Running","8.25","515","00:31:19","--","--","--","187","221","3:48","2:50","--","--","1.42","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-14 11:09:43,false,"Victoria South Running","2.92","180","00:15:16","--","--","--","182","193","5:13","3:35","12","5","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","4","0.0"
Running,2017-10-13 15:15:57,false,"Victoria South Running","4.12","255","00:22:15","--","--","--","176","191","5:24","3:43","3","--","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-12 11:43:39,false,"Saanich East Running","7.09","437","00:36:49","--","--","--","187","200","5:12","3:46","41","41","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-10-11 13:21:33,false,"Running","3.99","256","00:19:33","--","--","--","186","193","4:54","4:10","--","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-08 08:47:58,false,"Saanich Central Running","13.25","832","01:10:07","--","--","--","180","191","5:17","4:03","38","38","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","3","0.0"
Running,2017-10-07 17:27:37,false,"Saanich East Running","5.38","339","00:30:19","--","--","--","179","191","5:38","4:31","51","51","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-06 16:56:52,false,"Victoria South Running","3.94","248","00:22:06","--","--","--","181","191","5:37","4:59","12","8","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-06 16:03:16,false,"Victoria South Running","9.08","559","00:44:47","--","--","--","179","227","4:56","3:06","2","3","1.36","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","10","0.0"
Running,2017-10-06 15:14:20,false,"Victoria South Running","4.00","245","00:20:45","--","--","--","179","191","5:11","3:36","13","8","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","5","0.0"
Running,2017-10-05 17:40:40,false,"Saanich Southeast Running","9.56","602","00:51:12","--","--","--","178","188","5:21","4:17","53","54","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-04 13:33:04,false,"Saanich East Running","5.41","346","00:30:45","--","--","--","181","189","5:41","4:27","44","47","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-10-03 17:04:35,false,"Saanich East Running","3.52","221","00:19:46","--","--","--","181","191","5:37","4:29","--","--","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2017-07-08 11:31:18,false,"Thunder Bay North Central Running","2.34","136","00:11:56","153","164","2.9","186","199","5:06","4:43","18","4","1.06","8.8","9.3","202","45.9% L / 54.1% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-08 10:29:07,false,"Thunder Bay North Central Running","9.18","455","00:44:28","147","179","3.5","188","248","4:51","3:30","89","97","1.12","8.3","9.1","194","47.0% L / 53.0% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-07 14:26:26,false,"Dryden Running","5.40","336","00:28:43","--","--","--","182","190","5:19","4:44","42","38","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-06 16:54:05,false,"Dryden Running","2.75","172","00:15:17","--","--","--","181","188","5:33","5:11","14","22","1.00","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-06 16:07:46,false,"Dryden Running","4.70","277","00:28:58","--","--","--","178","236","6:10","3:09","3","3","1.26","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-06 16:03:02,false,"Dryden Running","0.33","18","00:03:55.8","--","--","--","140","195","11:46","3:26","--","--","0.91","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-06 15:24:55,false,"Dryden Running","3.88","247","00:19:17","--","--","--","185","194","4:58","4:21","26","20","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-05 16:02:58,false,"Dryden Running","5.35","288","00:25:46","154","173","3.6","187","215","4:49","4:21","38","31","1.11","8.1","9.1","198","47.5% L / 52.5% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-04 18:16:48,false,"Dryden Running","2.86","179","00:15:03","--","--","--","182","190","5:16","4:54","20","30","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-04 17:52:01,false,"Dryden Running","3.10","171","00:24:15","--","--","--","160","208","7:49","2:40","--","--","1.46","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-04 17:07:16,false,"Dryden Running","3.94","246","00:17:48","--","--","--","187","195","4:31","3:48","27","20","1.18","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-02 10:23:48,false,"Dryden Running","9.61","608","00:49:01","--","--","--","185","195","5:06","3:45","66","68","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-01 12:17:55,false,"Dryden Running","1.81","110","00:10:43","144","163","2.3","178","195","5:56","5:24","16","18","0.96","9.5","8.8","219","44.8% L / 55.2% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-01 11:19:30,false,"Dryden Running","5.53","346","00:42:00","148","184","3.7","160","256","7:36","2:52","2","3","1.15","5.6","6.0","318","47.5% L / 52.5% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-07-01 10:18:27,false,"Dryden Running","3.92","207","00:19:19","151","169","3.2","186","195","4:55","4:31","25","19","1.10","8.6","9.4","216","48.3% L / 51.8% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-29 16:56:50,false,"Dryden Running","10.37","563","00:50:26","161","184","4.8","187","210","4:52","3:16","55","56","1.09","8.2","8.9","214","48.2% L / 51.8% R","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-28 17:28:39,false,"Dryden Running","5.89","370","00:30:28","--","--","--","185","193","5:10","4:35","35","35","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-27 16:18:46,false,"Dryden Running","2.04","129","00:10:16","--","--","--","184","192","5:02","4:13","15","29","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-27 16:05:34,false,"Dryden Running","1.89","109","00:12:14","--","--","--","151","206","6:28","2:55","2","2","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-27 15:30:21,false,"Dryden Running","6.12","382","00:29:22","--","--","--","184","195","4:48","3:53","21","17","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-25 15:09:11,false,"Dryden Running","8.02","504","00:40:05","--","--","--","189","197","5:00","4:09","57","61","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-24 12:31:59,false,"Winnipeg (Fort Garry NE / University of Manitoba) Running","2.86","180","00:15:10","--","--","--","184","192","5:18","4:35","--","--","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-23 09:05:28,false,"Dryden Running","3.91","235","00:19:52","--","--","--","187","194","5:05","4:44","--","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-22 17:11:53,false,"Dryden Running","3.95","249","00:20:00","--","--","--","184","190","5:04","4:33","--","22","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-21 16:10:28,false,"Dryden Running","2.99","189","00:15:20","--","--","--","185","190","5:08","4:46","18","25","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-21 15:51:05,false,"Dryden Running","2.09","115","00:14:10","--","--","--","157","238","6:46","2:53","2","1","1.25","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-21 15:18:14,false,"Running","2.95","187","00:14:57","--","--","--","185","191","5:05","4:33","--","--","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-20 17:08:18,false,"Dryden Running","3.01","182","00:14:54","--","--","--","184","190","4:57","4:43","17","27","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-20 16:20:36,false,"Dryden Running","3.01","191","00:14:43","--","--","--","184","190","4:53","4:18","20","11","1.11","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-18 15:38:00,false,"Dryden Running","8.09","507","00:42:37","--","--","--","187","197","5:16","4:25","41","44","1.04","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-17 13:10:46,false,"Dryden Running","2.36","140","00:12:13","--","--","--","184","205","5:11","3:07","--","1","1.33","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-17 12:45:43,false,"Dryden Running","0.21","13","00:00:46.2","--","--","--","200","204","3:41","3:16","--","--","1.43","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-17 12:01:29,false,"Dryden Running","3.88","248","00:19:20","--","--","--","190","197","4:59","4:22","20","12","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-16 17:56:40,false,"Dryden Running","2.85","180","00:14:24","--","--","--","187","193","5:03","4:33","16","23","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-16 17:18:43,false,"Dryden Running","3.02","190","00:15:16","--","--","--","187","195","5:03","4:08","28","18","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-15 17:29:57,false,"Dryden Running","5.71","341","00:30:58","--","--","--","175","200","5:25","3:51","60","23","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-15 17:07:25,false,"Dryden Running","3.03","190","00:15:18","--","--","--","188","206","5:03","3:59","14","51","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-14 16:14:04,false,"Dryden Running","2.64","166","00:14:22","--","--","--","185","193","5:27","4:50","2","--","0.99","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-13 19:23:17,false,"Dryden Running","2.17","136","00:12:46","--","--","--","184","197","5:53","5:00","17","26","0.92","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-13 18:37:08,false,"Dryden Running","5.73","351","00:42:11","--","--","--","176","202","7:21","3:09","2","4","1.38","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-13 17:45:17,false,"Dryden Running","4.28","275","00:20:02","--","--","--","187","193","4:41","3:59","--","--","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-11 13:23:39,false,"Dryden Running","1.46","86","00:09:20.1","--","--","--","176","201","6:24","3:08","--","--","1.44","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-11 12:46:38,false,"Dryden Running","4.40","276","00:20:07","--","--","--","187","200","4:34","3:22","13","4","1.17","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-10 17:45:25,false,"Dryden Running","5.29","323","00:22:59","--","--","--","186","193","4:21","3:36","1","--","1.24","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-06-09 12:48:05,false,"Dryden Running","3.73","232","00:19:37","--","--","--","180","188","5:15","4:35","19","21","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-31 18:38:57,false,"Dryden Running","2.94","186","00:15:18","--","--","--","183","191","5:12","4:47","18","26","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-31 18:02:03,false,"Dryden Running","4.69","279","00:28:21","--","--","--","175","201","6:02","2:58","3","4","1.56","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-31 17:19:15,false,"Dryden Running","4.33","272","00:20:02","--","--","--","181","187","4:38","4:03","28","21","1.20","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-29 16:11:54,false,"Dryden Running","5.46","338","00:31:07","--","--","--","169","182","5:42","3:56","22","24","2.66","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-27 10:47:20,false,"Georgetown Running","7.37","448","00:38:21","--","--","--","175","201","5:12","4:02","41","39","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-26 11:13:09,false,"Georgetown Running","6.97","435","00:34:12","--","--","--","178","197","4:54","3:57","37","18","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-24 07:55:05,false,"Dryden Running","4.11","262","00:21:27","--","--","--","175","185","5:13","4:47","18","23","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 09:44:15,false,"Dryden Running","1.56","97","00:08:49.8","--","--","--","172","177","5:39","5:26","--","1","1.01","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 09:15:03,false,"Dryden Running","4.65","282","00:25:04","--","--","--","173","200","5:23","3:04","1","3","1.41","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-20 08:30:59,false,"Running","3.84","242","00:20:01","--","--","--","180","189","5:13","4:57","--","--","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-19 17:13:24,false,"Dryden Running","3.87","240","00:20:01","--","--","--","178","187","5:10","3:26","20","16","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-17 17:02:01,false,"Dryden Running","5.98","380","00:30:18","--","--","--","183","189","5:04","4:23","16","19","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-14 09:20:44,false,"Dryden Running","5.75","360","00:29:57","--","--","--","183","219","5:12","4:18","76","41","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 15:24:50,false,"Dryden Running","2.86","178","00:15:53","--","--","--","177","187","5:33","5:04","17","25","1.02","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 14:48:31,false,"Dryden Running","4.25","254","00:22:45","--","--","--","175","200","5:21","2:54","--","1","1.45","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-13 13:46:42,false,"Dryden Running","3.88","243","00:19:51","--","--","--","178","185","5:07","4:46","20","10","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-12 16:17:04,false,"Dryden Running","5.34","336","00:27:01","--","--","--","182","189","5:03","4:37","43","39","1.09","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-11 16:17:59,false,"Dryden Running","12.74","811","00:59:33","--","--","--","184","191","4:41","4:19","68","68","1.16","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-09 15:27:47,false,"Dryden Running","8.01","510","00:37:46","--","--","--","183","191","4:43","3:55","53","59","1.15","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-07 12:48:08,false,"Dryden Running","6.46","409","00:39:30","--","--","--","171","236","6:07","4:12","61","60","0.97","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-06 13:50:10,false,"Dryden Running","4.09","241","00:20:06","--","--","--","179","200","4:55","3:00","--","--","1.43","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-06 12:42:57,false,"Dryden Running","4.86","307","00:24:25","--","--","--","184","191","5:02","4:45","24","24","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-05 17:03:32,false,"Dryden Running","8.07","498","00:40:00","--","--","--","183","236","4:57","3:59","27","28","1.12","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-04 16:51:55,false,"Dryden Running","8.17","496","00:39:32","--","--","--","184","201","4:50","3:19","75","41","1.19","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-04 16:26:25,false,"Dryden Running","3.88","244","00:20:04","--","--","--","184","191","5:11","4:33","30","57","1.05","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-03 17:06:48,false,"Dryden Running","3.00","187","00:15:49","--","--","--","178","187","5:16","4:50","17","25","1.07","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-03 16:13:54,false,"Dryden Running","5.18","327","00:26:05","--","--","--","184","191","5:02","4:35","40","34","1.08","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-02 17:48:14,false,"Dryden Running","2.02","127","00:09:57.7","--","--","--","183","189","4:56","4:34","1","--","1.10","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-02 17:17:31,false,"Dryden Running","3.84","217","00:25:33","--","--","--","177","204","6:39","2:58","--","--","1.46","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-05-02 16:33:41,false,"Dryden Running","4.40","279","00:21:16","--","--","--","183","190","4:50","4:17","19","19","1.13","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-30 12:39:55,false,"Dryden Running","2.00","124","00:11:33","--","--","--","176","185","5:46","5:19","17","28","0.98","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-30 12:12:08,false,"Dryden Running","3.57","215","00:16:41","--","--","--","181","199","4:41","3:17","--","--","1.31","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-30 11:37:14,false,"Dryden Running","3.62","226","00:18:49","--","--","--","186","193","5:12","4:47","30","19","1.03","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2017-04-29 11:18:38,false,"Dryden Running","16.64","1,051","01:18:46","--","--","--","186","195","4:44","3:58","137","144","1.14","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
Treadmill Running,2017-04-28 14:17:22,false,"Treadmill Running","6.05","387","00:30:03","--","--","--","191","197","4:58","4:22","--","--","1.06","0.0","0.0","--","--","0.0","0.0","0.0","0:00","0.0","0:00","No","00:00.00","--","0.0"
